id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
"3,520",Queen of Katwe,2016-09-23,15000000,8874389,10055481,8874389.0,1181092.0,10055481.0,2667146.0,269363.0,2936509.0,304933.0,3.56,11058868.0,2017-01-10,PG,90,,"Chess,Intellectual Pursuits,Set in Uganda,Underdog,Tournament,Poverty,World Championship,Intertitle,Widow/Widower,Dysfunctional Family,Young Child Dealing with the Death of a Parent,Soccer,Single Parent,Homeless,Illiteracy / Learning to Read,Epilogue,Unexpected Pregnancy,Non-Chronological,Class Warfare,Biographical Drama,Biography",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Walt Disney Pictures,ESPN Films,Cine Mosaic,Mirabai Films",United States,English,"September 23rd, 2016 (Limited) byWalt Disney, released asThe Queen of KatweSeptember 30th, 2016 (Expands Wide) byWalt Disney","October 21st, 2016 (Wide) (United Kingdom)November 4th, 2016 (Wide) (Mexico)November 25th, 2016 (Wide), released asQueen Of Katwe(Australia)November 25th, 2016 (Wide) (Brazil)January 6th, 2017 (Wide) (Argentina)... Show all releases","52 opening theaters/1,259 max. theaters, 3.8 weeks average run per theater",88.3,https://www.the-numbers.com/movie/Queen-of-Katwe#tab=summary
"3,521",Whatever it Takes,2000-03-24,15000000,8735529,8735529,8735529.0,,,,,,4104298.0,2.13,17471049.0,,PG-13,,,Romance,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,,,,"March 24th, 2000 (Wide) bySony Pictures",,"2,272 opening theaters/2,272 max. theaters, 2.7 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Whatever-it-Takes#tab=summary
"3,522",Boat Trip,2003-03-21,15000000,8586376,14933713,8586376.0,6347337.0,14933713.0,,,,3815075.0,2.25,15350095.0,,R,94,,"Farcical / Slapstick Comedy,LGBTQ+,On a Boat,Romance,Mistaken for Gay,Famously Bad",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,"March 21st, 2003 (Wide) byArtisan",,"1,714 opening theaters/1,803 max. theaters, 2.5 weeks average run per theater",57.5,https://www.the-numbers.com/movie/Boat-Trip#tab=summary
"3,523",The Importance of Being Earnest,2002-05-22,15000000,8378141,8667209,8378141.0,289068.0,8667209.0,,,,398662.0,10.83,15544976.0,,PG,97,,"Comedy Drama,Romance,False Identity,1890s,Love Triangle,Relationships Gone Wrong",Based on Play,Comedy,Live Action,Historical Fiction,,"United Kingdom,United States","English,German","May 22nd, 2002 (Wide) byMiramax","July 4th, 2002 (Wide) (Australia)","38 opening theaters/216 max. theaters, 11.3 weeks average run per theater",96.7,https://www.the-numbers.com/movie/Importance-of-Being-Earnest-The#tab=summary
"3,524",The Love Letter,1999-05-21,15000000,8322608,9740481,8322608.0,1417873.0,9740481.0,,,,2692819.0,3.09,17660960.0,1999-11-23,PG-13,,,Romance,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,,United States,,"May 21st, 1999 (Wide) byDreamworks SKG","November 20th, 1999 (Wide) (South Korea)","769 opening theaters/817 max. theaters, 5.6 weeks average run per theater",85.4,https://www.the-numbers.com/movie/Love-Letter-The-(1999)#tab=summary
"3,525",Hoot,2006-05-05,15000000,8117637,8224998,8117637.0,107361.0,8224998.0,11297598.0,,11297598.0,3368197.0,2.41,13360010.0,2006-08-15,PG,91,,"New Guy/Girl in School,Family Adventure,Animal Lead,Environment,Political Activist,Bullies",Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,,United States,English,"May 5th, 2006 (Wide) byNew Line",,"3,018 opening theaters/3,018 max. theaters, 2.4 weeks average run per theater",98.7,https://www.the-numbers.com/movie/Hoot#tab=summary
"3,526",Trumbo,2015-11-06,15000000,7857741,13300181,7857741.0,5442440.0,13300181.0,557809.0,163026.0,720835.0,74177.0,4.87,10020808.0,2016-02-16,R,124,,"Movie Business,Screenwriters,Writing and Writers,War Correspondent,World War II,1940s,Bullies,Voiceover/Narration,Film Actor,Set in California,Set in Hollywood,Biography,Biographical Drama,Blacklisted",Based on Real Life Events,Drama,Live Action,Dramatization,"Bleecker Street,Shivhans Pictures,Groundswell Productions",United States,English,"November 6th, 2015 (Limited) byBleecker Street","December 25th, 2015 (Wide) (New Zealand)January 28th, 2016 (Wide) (Brazil)February 4th, 2016 (Wide) (Croatia)February 5th, 2016 (Wide) (Australia)February 5th, 2016 (Wide) (United Kingdom)... Show all releases","5 opening theaters/1,187 max. theaters, 2.5 weeks average run per theater",59.1,https://www.the-numbers.com/movie/Trumbo-(2015)#tab=summary
"3,527",In Bruges,2008-02-08,15000000,7800825,34509748,7800825.0,26708923.0,34509748.0,4917133.0,,4917133.0,457227.0,8.04,11712103.0,2008-06-24,R,107,,"Hitmen,Hitman Killing an Innocent Bystander",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,"Focus Features,Film4,Blueprint Films,Scion Films","Belgium,United Kingdom,United States","English,Flemish,French","February 8th, 2008 (Limited) byFocus Features","April 18th, 2008 (Wide) (United Kingdom)September 4th, 2008 (Limited) (Australia)November 6th, 2008 (Wide) (New Zealand)December 9th, 2021 (Wide) (New Zealand)","28 opening theaters/232 max. theaters, 9.8 weeks average run per theater",22.6,https://www.the-numbers.com/movie/In-Bruges#tab=summary
"3,528",Promised Land,2013-01-04,15000000,7597898,12394562,7597898.0,4796664.0,12394562.0,3308055.0,1250149.0,4558204.0,173915.0,1.88,10198915.0,2013-04-23,R,106,,"Inspired by a True Story,Environment,Corporate Malfeasance,Agitprop,Screenplay Written By the Star,False Identity,Life Drama,Life in a Small Town,Life on a Farm,Romance",Original Screenplay,Drama,Live Action,Historical Fiction,"Focus Features,Participant Media,Image Nation Abu Dhabi,Sunday Night,Pearl Street,Media Farm",United States,English,"December 28th, 2012 (Oscar Qualifying Run) byFocus FeaturesJanuary 4th, 2013 (Expands Wide) byFocus Features",,"25 opening theaters/1,676 max. theaters, 2.1 weeks average run per theater",61.3,https://www.the-numbers.com/movie/Promised-Land-(2011)#tab=summary
"3,529",Mulholland Drive,2001-10-08,15000000,7219578,20780568,7219578.0,13560990.0,20780568.0,,,,587591.0,7.52,13679572.0,2002-04-09,R,87,,"Mafia,LGBTQ+,Film Noir,Faulty Memory,Psychological Thriller,Movie Business,Hallucinations,Car Accident,Romance,Relationships Gone Wrong,Surprise Twist",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Universal Pictures,StudioCanal,Alain Sarde","France,United States",English,"October 8th, 2001 (Wide) byUniversal","February 23rd, 2002 (Wide) (Portugal)March 14th, 2002 (Wide) (Russia (CIS))April 5th, 2002 (Wide), released asMulholland Çıkmazı(Turkey)September 5th, 2002 (Wide) (New Zealand)April 14th, 2017 (Wide) (United Kingdom)... Show all releases","66 opening theaters/247 max. theaters, 9.6 weeks average run per theater",34.7,https://www.the-numbers.com/movie/Mulholland-Drive#tab=summary
"3,530",Hotel Artemis,2018-06-07,15000000,6708137,13316627,6708137.0,6608490.0,13316627.0,649838.0,668741.0,1318579.0,3232790.0,2.08,7937831.0,2018-08-21,R,97,,"Near Future,Gangs,Doctors,Medical and Hospitals,Set in Los Angeles,2020s,Siege,Bank Robbery,Unnamed Character,Action Thriller",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"Ink Factory,Global Road Entertainment,127 Wall,Marc Platt Productions",United Kingdom,English,"June 8th, 2018 (Wide) byGlobal Road","June 7th, 2018 (Wide) (Israel)June 8th, 2018 (Wide) (Estonia)June 13th, 2018 (Wide) (Egypt)June 14th, 2018 (Wide) (Bahrain)June 14th, 2018 (Wide) (Greece)... Show all releases","2,407 opening theaters/2,407 max. theaters, 2.1 weeks average run per theater",50.4,https://www.the-numbers.com/movie/Hotel-Artemis-(UK)#tab=summary
"3,531",The Rocker,2008-08-20,15000000,6409528,8767338,6409528.0,2357810.0,8767338.0,9489331.0,,9489331.0,2636048.0,2.43,9623220.0,2009-01-27,PG-13,102,,"Musicians,Rock 'n' Roll,Delayed Adulthood,Farcical / Slapstick Comedy,Comeback,Fired,Romance,Studio Sinkers",Original Screenplay,Comedy,Live Action,Contemporary Fiction,21 Laps Entertainment,United States,English,"August 20th, 2008 (Wide) by20th Century Fox",,"2,784 opening theaters/2,784 max. theaters, 2.3 weeks average run per theater",73.1,https://www.the-numbers.com/movie/Rocker-The#tab=summary
"3,532",Post Grad,2009-08-21,15000000,6382178,6563402,6382178.0,181224.0,6563402.0,1812312.0,,1812312.0,2651996.0,2.41,9173316.0,2010-01-12,PG-13,88,,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Fox Atomic,Cold Springs Pictures,Montecito Picture Company",United States,English,"August 21st, 2009 (Wide) by20th Century Fox",,"1,959 opening theaters/1,959 max. theaters, 2.5 weeks average run per theater",97.2,https://www.the-numbers.com/movie/Post-Grad#tab=summary
"3,533",Whatever Works,2009-06-19,15000000,5306706,35106706,5306706.0,29800000.0,35106706.0,,,,266162.0,5.53,7627497.0,2009-10-27,PG-13,92,,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,"June 19th, 2009 (Limited) bySony Pictures Classics",,"9 opening theaters/353 max. theaters, 4.4 weeks average run per theater",15.1,https://www.the-numbers.com/movie/Whatever-Works#tab=summary
"3,534",The In Crowd,2000-07-19,15000000,5217498,5217498,5217498.0,,,,,,1505551.0,3.47,10434986.0,,PG-13,105,,"Psychological Thriller,Famously Bad,Mental Hospital,Mental Illness,Dysfunctional Family,Sibling Rivalry,Death of a Sibling,Familial Murder,Framed",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,"July 19th, 2000 (Wide) byWarner Bros.",,"1,357 opening theaters/1,357 max. theaters, 2.4 weeks average run per theater",100.0,https://www.the-numbers.com/movie/In-Crowd-The#tab=summary
"3,535",Los tres entierros de Melquiades Estrada,2005-12-14,15000000,5027684,13454474,5027684.0,8426790.0,13454474.0,6817582.0,,6817582.0,23859.0,4.78,8275698.0,2006-06-06,R,121,,"Film Noir,Revisionist Western,Border Town,Border Agents,Corrupt Cops,Kidnap,Relationships Gone Wrong,Police Brutality,Non-Chronological,Inspired by a True Story",Original Screenplay,Western,Live Action,Historical Fiction,,United States,,"December 14th, 2005 (Limited) bySony Pictures Classics, released asThe Three Burials of Melquiades Estrada",,"5 opening theaters/356 max. theaters, 5.8 weeks average run per theater",37.4,https://www.the-numbers.com/movie/Tres-entierros-de-Melquiades-Estrada-Los#tab=summary
"3,536",Jakob the Liar,1999-09-24,15000000,4956401,4956401,4956401.0,,,,,,2056647.0,2.41,10517712.0,,PG-13,120,,"Comedy Drama,1940s,World War II,Jewish,Holocaust,Remake",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,France,,"September 24th, 1999 (Wide) bySony Pictures",,"1,200 opening theaters/1,200 max. theaters, 3.3 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Jakob-the-Liar#tab=summary
"3,537","Lust, Caution",2007-09-28,15000000,4604982,65167430,4604982.0,60562448.0,65167430.0,,,,63918.0,7.55,7212618.0,2008-02-19,NC-17for some explicit sexuality,158,,"World War II,War,Foreign Language,Film Noir,Erotic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,"China,United States",Mandarin,"September 28th, 2007 (Exclusive) byFocus Features","November 8th, 2007 (Wide) (South Korea)January 1st, 2025 (Limited), released asSe jie (색, 계)(South Korea)","1 opening theaters/143 max. theaters, 6.4 weeks average run per theater",7.1,https://www.the-numbers.com/movie/Lust-Caution-(2007)#tab=summary
"3,538",The Company Men,2011-01-21,15000000,4444612,4569967,4444612.0,125355.0,4569967.0,3342600.0,546470.0,3889070.0,647797.0,6.68,6041974.0,2011-06-07,R,115,,"Corporate Life,Life Drama,Fired,Money Troubles,Infidelity,Suicide,Ensemble",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Battle Mountain Films,Spring Creek Prod",United States,English,"January 21st, 2011 (Limited) byWeinstein Co.",,"106 opening theaters/277 max. theaters, 6.2 weeks average run per theater",97.3,https://www.the-numbers.com/movie/Company-Men-The#tab=summary
"3,539","Kiss Kiss, Bang Bang",2005-10-21,15000000,4235837,16829464,4235837.0,12593627.0,16829464.0,6954123.0,,6954123.0,180660.0,5.39,7122680.0,2006-06-13,R,102,,"Private Investigator,Film Noir,Crime Comedy,Aspiring Actress / Actor,Movie Business,Inheritance,Dysfunctional Family,Body in a Trunk,Same Role, Multiple Actors,LGBTQ+,Romance,Sex Crimes,Child Abuse",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,"LAPI Productions, Inc.",United States,English,"October 21st, 2005 (Limited) byWarner Bros.","November 3rd, 2005 (Limited) (New Zealand)December 21st, 2023 (Limited) (New Zealand)","8 opening theaters/226 max. theaters, 5.1 weeks average run per theater",25.2,https://www.the-numbers.com/movie/Kiss-Kiss-Bang-Bang#tab=summary
"3,540",Idle Hands,1999-04-30,15000000,4023741,4024147,4023741.0,406.0,4024147.0,,,,1807181.0,2.23,8538569.0,2010-12-07,R,92,,"Possessed,Cult Movie,Horror Comedy,Death of a Best Friend,Romance,High School",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Columbia Pictures,Licht/Mueller Film Corp.,Team Todd",United States,English,"April 30th, 1999 (Wide) bySony Pictures","October 8th, 2020 (Limited) (Australia)","1,611 opening theaters/1,611 max. theaters, 3.2 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Idle-Hands#tab=summary
"3,541",Scouts Guide to the Zombie Apocalypse,2015-10-29,15000000,3703046,15554855,3703046.0,11851809.0,15554855.0,1542761.0,1070317.0,2613078.0,1841007.0,2.01,4735320.0,2016-01-05,R,93,,"Zombies,Delayed Adulthood,Strippers / Stripping,Rescue,Breaking the Fourth Wall,Surprise Twist,Scene in End Credits,Coming of Age,Split Screen,Horror Comedy",Original Screenplay,Comedy,Live Action,Fantasy,"Paramount Pictures,Broken Road",United States,English,"October 30th, 2015 (Wide) byParamount Pictures","October 29th, 2015 (Wide), released asScout's Guide to the Zombie Apocalypse(Hong Kong)October 29th, 2015 (Wide), released asScout's Guide to the Zombie Apocalypse(Portugal)October 29th, 2015 (Wide), released asScout's Guide to the Zombie Apocalypse(Russia (CIS))October 29th, 2015 (Wide), released asScout's Guide to the Zombie Apocalypse(Slovenia)October 29th, 2015 (Wide), released asScout's Guide to the Zombie Apocalypse(Thailand)... Show all releases","1,509 opening theaters/1,509 max. theaters, 2.0 weeks average run per theater",23.8,https://www.the-numbers.com/movie/Scouts-Guide-to-the-Zombie-Apocalypse#tab=summary
"3,542",Blood and Chocolate,2007-01-26,15000000,3526588,6551310,3526588.0,3024722.0,6551310.0,8691242.0,,8691242.0,2074300.0,1.7,5525666.0,2007-06-12,PG-13,98,,"Werewolf,Gothic Horror,Romance,Young Adult Book Adaptation",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,Lakeshore Entertainment,,"English,Romanian","January 26th, 2007 (Wide) byMGM",,"1,200 opening theaters/1,200 max. theaters, 2.6 weeks average run per theater",53.8,https://www.the-numbers.com/movie/Blood-and-Chocolate#tab=summary
"3,543",You Will Meet a Tall Dark Stranger,2010-09-22,15000000,3247816,38535748,3247816.0,35287932.0,38535748.0,,,,160103.0,7.52,4437307.0,2011-02-15,R,98,,"Ensemble,Relationship Advice,Relationships Gone Wrong,Comedy Drama,Romance,Writing and Writers,Psychics,Infidelity,Dysfunctional Family,Plagiarism",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Mediapro,Versatil Cinema,Antena 3 Films,Antena 3 TV,Gravier Productions,Dippermouth","Spain,United Kingdom,United States",English,"September 22nd, 2010 (Limited) bySony Pictures Classics","February 7th, 2013 (Wide) (Australia)March 8th, 2013 (Wide) (Turkey)April 11th, 2013 (Wide) (New Zealand)","6 opening theaters/402 max. theaters, 3.4 weeks average run per theater",8.4,https://www.the-numbers.com/movie/You-Will-Meet-a-Tall-Dark-Stranger#tab=summary
"3,544",Rock the Kasbah,2015-10-23,15000000,3020665,3386153,3020665.0,365488.0,3386153.0,71800.0,81858.0,153658.0,1470592.0,2.05,3862722.0,2016-02-02,R,106,,"Rock 'n' Roll,Comeback,Afghanistan War,Set in Afghanistan,USO Tour,Reality TV,Musicians,Singers,Big Break,Road Trip,Scene in End Credits,Famously Bad,Satirical Comedy,Inspired by a True Story",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Open Road Films,Venture 4th,QED International,Shangri-La Entertainment",United States,English,"October 23rd, 2015 (Wide) byOpen Road","October 30th, 2015 (Wide) (New Zealand)November 5th, 2015 (Wide) (Italy)November 5th, 2015 (Wide) (Singapore)November 12th, 2015 (Wide) (Portugal)November 13th, 2015 (Wide) (Finland)... Show all releases","2,012 opening theaters/2,012 max. theaters, 2.3 weeks average run per theater",89.2,https://www.the-numbers.com/movie/Rock-the-Kasbah#tab=summary
"3,545",Chi-raq,2015-12-04,15000000,2653031,2733397,2653031.0,80366.0,2733397.0,169488.0,83605.0,253093.0,1198453.0,2.21,3390914.0,2016-01-26,R,127,,"Set in Chicago,Modern Adaptation,Gangs,African Americans,Crime Drama,Voiceover/Narration",Based on Play,Drama,Live Action,Contemporary Fiction,"Amazon Studios,40 Acres and a Mule Filmworks",United States,English,"December 4th, 2015 (Limited) byAmazon Studios/Roadside Attractions","December 2nd, 2016 (Wide), released asChi-Raq(United Kingdom)","305 opening theaters/305 max. theaters, 2.4 weeks average run per theater",97.1,https://www.the-numbers.com/movie/Chi-raq#tab=summary
"3,546",Never Let Me Go,2010-09-15,15000000,2434652,11173718,2434652.0,8739066.0,11173718.0,3020571.0,808289.0,3828860.0,111734.0,7.04,3326428.0,2011-02-01,R,120,,"Boarding School,Surprise Twist,Same Role, Multiple Actors,Romance,Cloning,Coming of Age,Coming-of-Age Drama",Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction,"DNA Films,Film4,Dune Entertainment",United Kingdom,English,"September 15th, 2010 (Limited) byFox Searchlight","July 13th, 2012 (Wide) (Venezuela)","4 opening theaters/232 max. theaters, 4.0 weeks average run per theater",21.8,https://www.the-numbers.com/movie/Never-Let-Me-Go#tab=summary
"3,547",The Disappointments Room,2016-09-09,15000000,2423467,3503761,2423467.0,1080294.0,3503761.0,,,,1402822.0,1.73,3020222.0,2016-12-13,R,91,,"Supernatural,Based on an UNTRUE Story,Family Secrets",Based on Real Life Events,Horror,Live Action,Contemporary Fiction,"Rogue Pictures,Los Angeles Media Fund,Relativity Media,Media Talent Group,Demarest Films",United States,English,"September 9th, 2016 (Wide) byRelativity","November 25th, 2016 (Wide) (Brazil)December 9th, 2016 (Wide) (Australia)December 14th, 2016 (Wide), released asEl Ático(Mexico)January 6th, 2017 (Wide), released asSala Oculta(Portugal)","1,554 opening theaters/1,554 max. theaters, 2.0 weeks average run per theater",69.2,https://www.the-numbers.com/movie/Disappointments-Room-The#tab=summary
